"student_id","student_name","student_score","student_range","student_answer"
"20190308","林弘秉",93.75,"top","BCDDEEDEABCDEEDAACDB"
"20190309","和詹鑫",85,"front","BC*DEED*ABCD*EDAACDB"
"20190310","芷林彥",25,"bottom","BDEDEEACEBACABEAEDDB"
"20190311","鴻宇泰",68.75,"mean","BACCEEDEABCDAEDACBDB"
"20190312","苡陳孟",45,"rear","*CCAEBDEAACAEECEDCDA"
"20190313","奕明陸",31.25,"bottom","DBBDEECEAACECDAAADDC"
"20190314","冠竑洪",60,"rear","BCE*EEDDBBC*BEDAAC*B"
"20190315","潔智峻",75,"mean","BECDEEDEABCEEEDECCDB"
"20190316","柏陳建",56.25,"rear","ACCDEDDEABCCECDCEEDB"
"20190317","黃黃林",75,"mean","BCCDBEDCAEADEEDAACDB"
"20190318","翰宇王",43.75,"rear","CADDBEDEABBDBECADCDE"
"20190319","毓議章",95,"top","BCCDEE*EABCDEEDAACDB"
"20190320","林奕家",31.25,"bottom","ACCDEECBABBAECCACAED"
"20190321","潔鴻黃",100,"top","BCCDEEDEABCDEEDAACDB"
"20190322","龔融錞",81.25,"front","BCCDDEDEABCAEEDAAADB"
"20190323","哲彬周",62.5,"mean","ACCBDEDEDCCDEEDACCDB"
"20190324","憬昇泓",25,"bottom","BCEDBACECECCEABEAEDC"
"20190325","翔秉盈",37.5,"rear","CCDDEEDBBBACEEEEABDC"
"20190326","凱舜天",81.25,"front","BCCDAEDEAACDEBDAACDB"
"20190327","君蘇傑",25,"bottom","BCADBEBDCDCBBECACCCD"
"20190328","翔良宜",31.25,"bottom","ABBBAEBEADCCEACAACDC"
"20190329","俊翰黃",100,"top","BCCDEEDEABCDEEDAACDB"
"20190330","陳忠維",37.5,"rear","ACCBEADDABCCECBEAEAB"
"20190331","宏彥峻",62.5,"mean","BCEDDEDEAECCEEDAAAAB"
"20190332","朱子趙",93.75,"top","BCCDEEDEABCDEEDAACAB"
"20190333","李哲維",75,"mean","BCBEEEDAABDDEEDAACDB"
"20190334","哲楊怡",100,"top","BCCDEEDEABCDEEDAACDB"
"20190335","駿陳平",37.5,"rear","BCCDECABAACBDADAABBA"
"20190336","芷朱涵",93.75,"top","ECCDEEDEABCDEEDAACDB"
"20190337","峻翔錩",81.25,"front","BCADEEDAABCDBEDAACDB"
"20190338","儒曾維",18.75,"bottom","BBDCEBACEBDDAEBCABDC"
"20190339","黃哲陳",0,"bottom","********************"
"20190340","龔宏俊",75,"mean","BACDEEDEABCDECDBECDB"
"20190341","林錦盈",31.25,"bottom","BDCAEEADEBCDDCCDACEA"
"20190342","重冠宜",18.75,"bottom","ECDDCDACABEDCCDCDADA"
"20190343","承洪薏",68.75,"mean","BCCDEEDEAACAEEDCDCDC"
"20190344","詹良翔",56.25,"rear","ECCDECDBEBEDEEDADCDA"
"20190345","徐仁舜",87.5,"front","ECCDEEDEABCDEEAAACDB"
"20190346","信毓蓉",31.25,"bottom","EACBAEAEACCDECBCECBB"
"20190347","鴻冠彥",31.25,"bottom","BBDAAEBEDACEEAEAADDB"
"20190348","書賴凱",48.75,"rear","CCAD*EDAE**DEEDABC*B"
"20190349","寧泓政",50,"rear","BABDEEEECBCDECDCADDC"
"20190350","徐珊黃",50,"rear","CCCDBBCEAEDEEEDAACEB"
"20190351","沂陸信",62.5,"mean","BDCDEEDBABCDAEEAAADC"
"20190352","蘇政益",62.5,"mean","BCAAEADEABCDBEDCACDC"
"20190353","祥瑄黃",37.5,"rear","BACDEBADDCCDECEBECDB"
"20190354","儒偉健",62.5,"mean","BCDDEAAEABEDEEDAECCB"
"20190355","苡冠黃",8.75,"bottom","*AAEE*EE*AAAE*C***CB"
"20190356","泓李志",100,"top","BCCDEEDEABCDEEDAACDB"
"20190357","維輝喬",25,"bottom","BDBABDDEDBADCAEAABEB"
"20190358","宏妤錩",43.75,"rear","BACEBEDAABCCEDEABADB"
"20190359","憬琬蔡",100,"top","BCCDEEDEABCDEEDAACDB"
"20190360","冠彥益",43.75,"rear","DCCDEDADABADDBDDAEDB"
"20190361","薏魏李",81.25,"front","BCCDEEDECBCAEEDAECDB"
"20190362","宏陳鄭",31.25,"bottom","BEEDCEBCAEADEECABDDC"
"20190363","謝冠益",75,"mean","BCCDDEDEABCDAEDABCAB"
"20190364","智黃凱",17.5,"bottom","BCC*AA*B*DACD*DDDEDB"
"20190365","陳謝盈",31.25,"bottom","BCCCEEDD**CED*D*B*EC"
"20190366","彥許錞",93.75,"top","BDCDEEDEABCDEEDAACDB"
"20190367","黃蘇儒",93.75,"top","BCADEEDEABCDEEDAACDB"
"20190368","曾羅小",0,"bottom","********************"
"20190369","峻益沂",37.5,"rear","DEEDDEDEBACDDECAAADD"
"20190370","彥輔恩",62.5,"mean","CEBDAEDEDBCDEEDAACDC"
